"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Segmentation"
"Female","No",23,"No","Healthcare",NA,"Low",4,"B"
"Male","No",27,"No","Artist",9,"Low",8,"B"
"Male","No",23,"No","Healthcare",1,"Low",2,"B"
"Female","No",27,"No","Homemaker",14,"Low",1,"B"
"Male","Yes",40,"Yes","Artist",1,"Average",5,"A"
"Female","No",28,"Yes","Artist",1,"Low",1,"A"
"Female","Yes",89,"No","Lawyer",1,"High",2,"A"
"Male","No",20,"No","Healthcare",NA,"Low",4,"B"
"Female","No",40,"Yes","Healthcare",NA,"Low",1,"A"
"Male","No",25,"Yes","Marketing",8,"Low",3,"A"
"Female","",46,"Yes","Entertainment",6,"Low",3,"A"
"Female","Yes",40,"Yes","Doctor",0,"Low",1,"A"
"Male","Yes",39,"Yes","Healthcare",7,"Average",5,"A"
"Female","No",28,"No","Engineer",1,"Low",4,"A"
"Male","No",18,"No","Healthcare",0,"Low",3,"B"
"Male","No",39,"No","Engineer",5,"Low",2,"B"
"Female","Yes",47,"No","Engineer",8,"Average",NA,"A"
"Female","No",29,"Yes","Doctor",10,"Low",5,"B"
"Male","Yes",66,"No","Engineer",1,"Low",2,"A"
"Female","No",46,"Yes","Engineer",1,"Low",1,"B"
"Female","No",23,"No","Healthcare",0,"Low",4,"B"
"Female","No",27,"No","Healthcare",5,"Low",3,"B"
"Female","No",46,"No","Homemaker",9,"Low",1,"B"
"Female","No",22,"No","Healthcare",0,"Low",3,"B"
"Male","Yes",39,"No","Executive",5,"High",3,"B"
"Female","No",22,"No","Entertainment",NA,"Low",3,"B"
"Male","No",31,"Yes","Artist",4,"Low",4,"A"
"Female","Yes",48,"No","Engineer",1,"Average",6,"A"
"Male","No",35,"Yes","Artist",0,"Low",1,"A"
"Female","No",43,"Yes","Healthcare",8,"Low",1,"B"
"Male","No",49,"Yes","Doctor",5,"Low",1,"B"
"Male","Yes",26,"No","Artist",7,"Low",4,"A"
"Female","Yes",74,"Yes","Lawyer",NA,"High",2,"A"
"Male","No",19,"No","Healthcare",1,"Low",8,"B"
"Male","No",41,"Yes","Doctor",0,"Low",1,"A"
"Female","No",26,"Yes","Homemaker",8,"Low",2,"B"
"Female","Yes",38,"No","Doctor",1,"Average",3,"A"
"Male","",60,"No","Engineer",0,"Average",3,"A"
"Male","Yes",70,"No","Executive",1,"High",2,"A"
"Male","No",21,"No","Doctor",9,"Low",3,"B"
"Male","Yes",57,"No","Executive",0,"Low",1,"A"
"Female","Yes",52,"No","Marketing",1,"High",3,"B"
"Female","Yes",35,"No","Engineer",0,"Average",5,"B"
"Female","Yes",30,"Yes","Doctor",4,"Low",2,"B"
"Female","No",31,"Yes","Artist",14,"Low",3,"A"
"Male","Yes",37,"Yes","Doctor",0,"Average",2,"A"
"Male","Yes",66,"Yes","Healthcare",0,"Low",1,"B"
"Female","Yes",25,"Yes","Homemaker",9,"Average",2,"A"
"Male","No",26,"Yes","Artist",0,"Low",4,"B"
"Female","No",31,"No","Healthcare",8,"Low",4,"B"
"Female","Yes",46,"No","Entertainment",4,"Average",NA,"A"
"Female","No",18,"","Healthcare",0,"Low",3,"B"
"Female","No",30,"No","Engineer",0,"Low",1,"A"
"Male","No",32,"No","Homemaker",8,"Low",NA,"A"
"Female","Yes",60,"Yes","Artist",1,"Low",2,"A"
"Male","Yes",33,"No","Doctor",0,"Average",5,"B"
"Male","Yes",71,"No","Lawyer",0,"Low",5,"B"
"Male","No",26,"No","Healthcare",1,"Low",1,"B"
"Male","No",21,"No","Healthcare",1,"Low",3,"B"
"Male","No",27,"No","Doctor",0,"Low",4,"B"
"Female","Yes",70,"","Lawyer",NA,"High",NA,"A"
"Male","No",35,"Yes","Artist",9,"Low",3,"A"
"Male","No",28,"Yes","Healthcare",0,"Low",1,"B"
"Male","No",27,"No","Entertainment",6,"Low",2,"B"
"Male","No",25,"Yes","Doctor",0,"Low",2,"B"
"Male","No",23,"No","Healthcare",0,"Low",4,"B"
"Female","No",31,"No","Healthcare",0,"Low",4,"B"
"Male","No",22,"No","Healthcare",7,"Low",4,"B"
"Female","No",59,"Yes","Entertainment",1,"Low",2,"A"
"Male","",23,"No","Healthcare",8,"High",5,"B"
"Male","Yes",84,"Yes","Lawyer",0,"Low",3,"A"
"Male","Yes",50,"Yes","Artist",1,"Low",3,"A"
"Female","Yes",52,"No","Engineer",0,"Low",NA,"A"
"Male","No",48,"Yes","Entertainment",0,"Low",3,"A"
"Male","",53,"Yes","Executive",NA,"High",3,"B"
"Male","Yes",53,"Yes","Healthcare",0,"High",4,"A"
"Female","No",29,"Yes","Artist",8,"Low",1,"A"
"Male","No",19,"No","Healthcare",0,"Low",3,"B"
"Female","No",50,"Yes","Engineer",1,"Low",5,"A"
"Male","Yes",40,"Yes","Marketing",NA,"Average",2,"A"
"Male","No",18,"No","Entertainment",1,"Low",4,"B"
"Male","Yes",68,"Yes","Lawyer",NA,"High",2,"B"
"Female","Yes",41,"No","Marketing",8,"Low",2,"A"
"Male","Yes",82,"No","Lawyer",1,"High",3,"A"
"Male","Yes",53,"Yes","Artist",0,"Low",1,"A"
"Male","Yes",43,"Yes","Artist",1,"High",3,"A"
"Male","No",36,"No","Entertainment",8,"Low",2,"B"
"Female","No",30,"Yes","Doctor",0,"Low",3,"A"
"Female","No",37,"No","Homemaker",8,"Low",1,"B"
"Female","No",19,"No","Healthcare",0,"Low",5,"B"
"Female","Yes",75,"Yes","Lawyer",1,"Low",NA,"B"
"Male","Yes",43,"No","Marketing",3,"High",4,"A"
"Female","No",27,"Yes","Healthcare",1,"Low",2,"B"
"Female","No",23,"No","Healthcare",6,"Low",3,"B"
"Male","No",65,"Yes","Executive",9,"Low",3,"B"
"Male","Yes",30,"Yes","Doctor",0,"Low",3,"B"
"Male","No",33,"Yes","Artist",NA,"Low",NA,"A"
"Male","No",23,"No","Healthcare",8,"Low",4,"B"
"Female","Yes",33,"Yes","Marketing",8,"High",2,"B"
"Female","No",43,"Yes","Engineer",3,"Low",2,"A"
"Male","Yes",32,"No","Doctor",0,"Low",2,"A"
"Male","Yes",49,"No","Doctor",1,"Low",2,"B"
"Female","Yes",39,"Yes","Healthcare",8,"Average",2,"B"
"Male","No",27,"Yes","Artist",1,"Low",3,"A"
"Female","No",36,"Yes","Healthcare",2,"Low",NA,"A"
"Male","Yes",76,"No","Entertainment",0,"Low",1,"B"
"Male","Yes",35,"Yes","Artist",8,"Low",4,"A"
"Female","Yes",48,"No","Doctor",4,"Low",1,"B"
"Male","No",23,"No","Healthcare",0,"Low",3,"B"
"Female","Yes",42,"Yes","Artist",5,"Low",1,"A"
"Male","Yes",29,"No","Executive",NA,"High",3,"B"
"Male","Yes",60,"Yes","Entertainment",0,"Low",2,"A"
"Female","No",20,"No","Healthcare",8,"Low",4,"B"
"Male","No",26,"No","Doctor",0,"Low",2,"B"
"Male","Yes",28,"No","Artist",1,"Low",2,"A"
"Female","No",18,"No","Healthcare",7,"Low",6,"B"
"Female","No",39,"Yes","Entertainment",11,"Low",1,"A"
"Male","Yes",74,"Yes","Entertainment",1,"Average",2,"A"
"Male","No",25,"Yes","Healthcare",NA,"Low",2,"B"
"Female","Yes",39,"Yes","Homemaker",8,"High",2,"B"
"Male","Yes",79,"No","Lawyer",9,"Low",3,"B"
"Female","No",43,"No","",NA,"Low",NA,"A"
"Male","No",26,"No","Doctor",1,"Low",1,"A"
"Female","Yes",66,"Yes","Engineer",0,"Average",3,"A"
"Male","No",26,"Yes","Entertainment",7,"Low",5,"B"
"Female","No",41,"Yes","Artist",1,"Low",1,"A"
"Female","Yes",36,"No","Engineer",4,"High",3,"A"
"Male","Yes",81,"No","Executive",0,"Low",1,"B"
"Male","No",42,"Yes","Artist",NA,"Low",1,"A"
"Male","No",28,"Yes","Healthcare",9,"Low",1,"B"
"Male","No",29,"No","Entertainment",1,"Low",4,"A"
"Female","No",28,"No","Healthcare",7,"Low",4,"B"
"Male","No",26,"Yes","Healthcare",8,"Low",5,"B"
"Female","Yes",50,"Yes","Doctor",1,"Low",2,"A"
"Female","No",38,"No","Engineer",NA,"Low",1,"A"
"Male","No",39,"No","Artist",1,"Low",1,"B"
"Male","Yes",60,"Yes","Artist",0,"Average",2,"A"
"Male","Yes",42,"Yes","Artist",6,"Low",3,"A"
"Female","No",53,"No","Lawyer",1,"Low",3,"B"
"Male","No",26,"No","Doctor",0,"Low",4,"A"
"Male","No",35,"Yes","Doctor",0,"Low",1,"B"
"Female","No",30,"Yes","Doctor",1,"Low",4,"A"
"Male","Yes",43,"No","Executive",8,"Low",3,"A"
"Male","No",25,"Yes","Healthcare",NA,"Low",NA,"B"
"Male","Yes",89,"No","Lawyer",0,"Low",1,"A"
"Male","No",30,"Yes","Doctor",10,"Low",4,"B"
"Male","Yes",33,"No","Executive",0,"High",5,"B"
"Female","Yes",37,"Yes","Homemaker",3,"High",3,"A"
"Male","No",19,"No","Artist",10,"Low",3,"A"
"Female","No",32,"No","Doctor",0,"Low",5,"B"
"Female","No",22,"No","Doctor",3,"Low",4,"B"
"Female","No",26,"No","Engineer",1,"Low",6,"A"
"Male","No",19,"No","Healthcare",7,"Low",2,"B"
"Female","No",20,"No","Marketing",1,"Low",2,"B"
"Male","No",22,"No","Healthcare",0,"Low",4,"B"
"Female","No",31,"Yes","Entertainment",9,"Low",3,"B"
"Male","No",25,"Yes","Artist",9,"Low",3,"A"
"Male","No",35,"Yes","Lawyer",1,"Low",1,"B"
"Male","Yes",38,"No","Executive",0,"Average",3,"A"
"Male","No",38,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",80,"No","Artist",1,"Low",2,"A"
"Male","No",29,"Yes","Healthcare",5,"Low",4,"B"
"Female","No",23,"No","Healthcare",1,"Low",4,"B"
"Female","Yes",83,"No","Lawyer",1,"Low",1,"B"
"Male","Yes",81,"No","Entertainment",1,"Low",1,"A"
"Female","No",38,"No","Engineer",8,"Low",1,"A"
"Male","Yes",18,"No","Doctor",10,"Low",2,"B"
"Female","Yes",76,"Yes","Lawyer",0,"High",2,"A"
"Male","No",33,"No","Entertainment",14,"Low",1,"B"
"Male","Yes",47,"No","Executive",1,"High",7,"B"
"Male","No",27,"Yes","Artist",10,"Low",3,"B"
"Male","No",29,"No","Entertainment",1,"Low",5,"B"
"Female","No",38,"Yes","Doctor",4,"Low",3,"A"
"Female","No",19,"","Healthcare",9,"Low",4,"B"
"Male","No",47,"No","Entertainment",1,"Low",1,"A"
"Female","No",33,"Yes","Engineer",NA,"Low",5,"B"
"Male","Yes",51,"No","Entertainment",1,"Average",5,"B"
"Female","Yes",86,"No","Lawyer",1,"High",2,"A"
"Female","Yes",56,"Yes","Entertainment",1,"Average",2,"A"
"Female","No",31,"No","",0,"Low",2,"A"
"Female","No",32,"No","Entertainment",3,"Low",6,"B"
"Male","Yes",26,"No","Artist",3,"Low",2,"A"
"Male","",89,"No","Lawyer",1,"High",2,"B"
"Male","Yes",30,"No","Executive",5,"High",4,"A"
"Male","Yes",37,"No","Executive",9,"High",6,"B"
"Female","No",30,"Yes","Doctor",0,"Low",9,"A"
"Female","No",28,"No","Doctor",0,"Low",5,"A"
"Male","No",18,"No","Healthcare",1,"Low",4,"B"
"Female","No",27,"No","Engineer",1,"Low",1,"A"
"Male","Yes",68,"Yes","Entertainment",0,"Low",3,"A"
"Male","No",20,"No","Healthcare",5,"Low",5,"B"
"Male","Yes",35,"Yes","Artist",7,"Low",3,"B"
"Female","No",21,"Yes","Healthcare",0,"Low",4,"B"
"Female","No",42,"No","Entertainment",1,"Low",3,"A"
"Male","No",25,"No","",0,"Low",1,"B"
"Female","No",32,"No","Artist",1,"Low",6,"B"
"Male","No",19,"No","Healthcare",8,"Low",5,"B"
"Male","No",22,"No","Healthcare",0,"Low",4,"B"
"Male","No",22,"No","Healthcare",0,"Low",4,"B"
"Female","No",22,"No","Lawyer",8,"Low",1,"B"
"Male","Yes",40,"No","",0,"Average",2,"A"
"Female","No",18,"No","Healthcare",0,"Low",4,"B"
"Female","No",32,"Yes","Healthcare",8,"Low",3,"B"
"Male","Yes",88,"No","Artist",7,"Low",1,"B"
"Male","No",21,"No","Healthcare",1,"Low",4,"B"
"Male","No",31,"Yes","Healthcare",1,"Low",4,"B"
"Female","No",27,"Yes","Marketing",3,"Low",3,"B"
"Male","No",25,"Yes","Executive",3,"Low",3,"B"
"Male","Yes",89,"No","Executive",0,"High",2,"A"
"Female","No",38,"Yes","Doctor",5,"Low",5,"A"
"Male","Yes",55,"No","Homemaker",2,"Low",1,"A"
"Male","Yes",88,"No","",NA,"High",3,"A"
"Female","Yes",43,"Yes","Artist",4,"Average",2,"A"
"Male","No",33,"Yes","Artist",1,"Low",NA,"B"
"Male","No",31,"Yes","Healthcare",0,"Low",NA,"B"
"Female","No",31,"Yes","Artist",2,"Low",NA,"A"
"Male","Yes",43,"Yes","Doctor",14,"Low",2,"A"
"Female","No",42,"Yes","Marketing",10,"Low",3,"B"
"Male","Yes",29,"No","Entertainment",7,"Average",2,"B"
"Female","No",53,"Yes","Artist",3,"Low",NA,"A"
"Female","No",21,"No","Healthcare",8,"Low",7,"B"
"Male","No",41,"Yes","Entertainment",7,"Low",2,"B"
"Male","Yes",48,"Yes","Doctor",0,"Average",3,"A"
"Male","No",26,"Yes","Doctor",4,"Low",3,"A"
"Female","No",18,"No","Healthcare",0,"Low",5,"B"
"Female","No",19,"No","Healthcare",8,"Low",NA,"B"
"Male","No",33,"No","Entertainment",1,"Low",NA,"B"
"Male","Yes",71,"Yes","Executive",0,"High",3,"A"
"Female","Yes",85,"Yes","Lawyer",0,"High",2,"A"
"Male","Yes",29,"No","Executive",1,"High",3,"B"
"Male","Yes",43,"No","Executive",4,"Average",5,"A"
"Female","No",52,"Yes","Artist",1,"Low",1,"A"
"Female","No",23,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",46,"Yes","Entertainment",5,"Low",2,"A"
"Female","",50,"Yes","Artist",8,"Average",1,"A"
"Female","No",31,"Yes","Healthcare",NA,"Low",2,"B"
"Male","No",22,"No","Marketing",3,"Low",6,"B"
"Male","No",25,"No","Entertainment",5,"Low",2,"B"
"Male","Yes",27,"No","Executive",0,"Low",6,"B"
"Female","No",29,"No","Artist",1,"Low",1,"A"
"Female","No",19,"No","Entertainment",1,"Low",5,"B"
"Male","Yes",82,"No","Executive",1,"High",2,"B"
"Female","Yes",48,"Yes","Doctor",1,"Low",1,"B"
"Male","Yes",69,"Yes","Executive",0,"Low",NA,"A"
"Female","",31,"No","Doctor",1,"Low",4,"B"
"Female","Yes",47,"Yes","Engineer",0,"Average",2,"A"
"Female","No",22,"No","Healthcare",0,"Low",3,"B"
"Female","No",30,"Yes","Entertainment",0,"Low",5,"B"
"Male","No",27,"No","Artist",1,"Low",1,"B"
"Male","Yes",30,"No","Engineer",1,"Average",3,"A"
"Female","No",31,"No","Entertainment",11,"Low",5,"B"
"Male","Yes",35,"Yes","",NA,"Low",2,"A"
"Male","No",43,"Yes","Doctor",0,"Low",NA,"B"
"Female","No",28,"Yes","Engineer",1,"Low",6,"A"
"Female","No",43,"Yes","Artist",1,"Low",3,"A"
"Male","Yes",77,"Yes","Lawyer",0,"Low",1,"A"
"Female","No",40,"Yes","Healthcare",6,"Low",2,"B"
"Male","No",37,"No","Entertainment",NA,"Low",1,"B"
"Male","Yes",35,"Yes","Artist",NA,"Average",NA,"B"
"Female","Yes",86,"No","Lawyer",0,"High",2,"A"
"Male","No",63,"No","Entertainment",7,"Low",1,"A"
"Male","No",28,"Yes","Healthcare",4,"Low",4,"B"
"Male","No",38,"Yes","Artist",NA,"Low",2,"A"
"Female","No",33,"Yes","Artist",10,"Low",1,"A"
"Female","Yes",39,"Yes","Artist",1,"Average",4,"A"
"Male","Yes",75,"Yes","Lawyer",2,"Low",1,"B"
"Female","No",29,"No","Engineer",9,"Low",2,"A"
"Female","No",33,"Yes","Engineer",1,"Low",2,"A"
"Male","No",33,"Yes","Entertainment",9,"Low",6,"B"
"Male","No",22,"No","Healthcare",8,"Low",4,"B"
"Male","Yes",35,"Yes","Entertainment",6,"Low",5,"B"
"Female","Yes",29,"Yes","Healthcare",6,"Average",2,"A"
"Female","Yes",31,"Yes","Healthcare",0,"Low",1,"B"
"Male","Yes",38,"Yes","Artist",0,"Low",4,"A"
"Male","No",22,"No","Healthcare",9,"Low",8,"B"
"Female","Yes",42,"Yes","Artist",1,"Low",2,"A"
"Female","No",25,"No","Engineer",9,"Low",1,"B"
"Male","Yes",61,"Yes","Executive",0,"Low",3,"B"
"Female","No",28,"No","Healthcare",0,"Low",4,"B"
"Female","No",18,"No","Healthcare",NA,"Low",3,"B"
"Male","Yes",40,"Yes","Artist",14,"Low",1,"A"
"Male","No",32,"No","Healthcare",9,"Low",3,"B"
"Female","No",21,"No","Healthcare",3,"Low",2,"B"
"Female","No",28,"No","Entertainment",10,"Low",2,"B"
"Female","Yes",38,"No","Engineer",0,"Average",5,"A"
"Male","Yes",41,"Yes","Artist",8,"Average",3,"A"
"Male","No",27,"Yes","Doctor",NA,"Low",1,"A"
"Male","Yes",86,"Yes","Healthcare",0,"Low",1,"B"
"Male","Yes",56,"No","Executive",1,"High",8,"A"
"Female","No",27,"Yes","Homemaker",9,"Low",1,"B"
"Male","Yes",70,"No","Executive",1,"High",2,"A"
"Female","No",22,"No","Healthcare",8,"Low",4,"B"
"Male","Yes",35,"Yes","Doctor",5,"High",2,"B"
"Male","No",31,"No","Healthcare",2,"Low",2,"A"
"Female","Yes",38,"No","Engineer",9,"Low",2,"A"
"Male","Yes",84,"Yes","Lawyer",NA,"Low",NA,"B"
"Female","No",28,"No","Entertainment",1,"Low",4,"B"
"Female","No",39,"No","Engineer",2,"Low",NA,"B"
"Male","Yes",45,"No","Artist",1,"Average",3,"A"
"Female","No",41,"Yes","Entertainment",5,"Low",2,"B"
"Female","Yes",28,"No","Homemaker",9,"High",3,"A"
"Male","No",20,"","Healthcare",0,"Low",3,"B"
"Female","Yes",28,"No","Entertainment",NA,"Average",2,"A"
"Male","Yes",57,"No","Entertainment",0,"High",3,"B"
"Male","Yes",51,"Yes","Artist",NA,"High",3,"A"
"Male","No",27,"No","Entertainment",0,"Low",3,"A"
"Female","No",27,"Yes","Entertainment",8,"Low",3,"B"
"Female","No",21,"No","Healthcare",1,"Low",4,"B"
"Male","No",38,"Yes","Entertainment",1,"Low",2,"B"
"Male","Yes",57,"No","Marketing",1,"High",3,"A"
"Female","Yes",39,"Yes","Homemaker",NA,"Low",1,"A"
"Male","Yes",31,"Yes","Healthcare",2,"Low",2,"B"
"Female","No",18,"No","Healthcare",1,"Low",4,"B"
"Male","No",36,"Yes","Engineer",NA,"Low",2,"B"
"Female","Yes",52,"","Engineer",1,"Low",1,"A"
"Male","Yes",32,"Yes","Entertainment",1,"Low",2,"A"
"Female","Yes",38,"No","Doctor",1,"Average",2,"B"
"Male","No",21,"No","Healthcare",0,"Low",6,"B"
"Male","No",31,"No","Healthcare",8,"Low",4,"B"
"Male","No",33,"No","Marketing",1,"Low",3,"B"
"Female","Yes",77,"Yes","Lawyer",1,"High",2,"A"
"Female","Yes",42,"Yes","Engineer",8,"Low",2,"B"
"Female","No",33,"Yes","Artist",0,"Low",3,"A"
"Male","No",18,"No","Healthcare",0,"Low",3,"B"
"Female","",22,"No","Doctor",6,"High",3,"B"
"Female","Yes",43,"Yes","",1,"Low",2,"B"
"Female","No",32,"No","Healthcare",8,"Low",4,"B"
"Male","Yes",53,"Yes","Entertainment",1,"Low",3,"A"
"Male","No",21,"No","Healthcare",1,"Low",3,"B"
"Male","No",31,"No","Healthcare",NA,"Low",NA,"B"
"Female","No",58,"Yes","Engineer",1,"Low",1,"A"
"Male","Yes",36,"Yes","Artist",4,"Low",1,"A"
"Female","No",28,"Yes","Entertainment",0,"Low",2,"B"
"Female","No",36,"No","Engineer",9,"Low",NA,"B"
"Male","No",36,"Yes","Artist",0,"Low",NA,"A"
"Female","",33,"Yes","Healthcare",0,"Low",5,"B"
"Male","Yes",25,"Yes","Artist",9,"Low",4,"B"
"Male","No",36,"Yes","Healthcare",8,"Low",4,"A"
"Male","No",26,"No","Engineer",7,"Low",1,"B"
"Male","Yes",53,"Yes","Entertainment",1,"Average",4,"B"
"Male","Yes",41,"Yes","Artist",8,"High",2,"A"
"Male","Yes",43,"No","Executive",1,"Low",4,"A"
"Male","Yes",70,"Yes","Lawyer",3,"High",2,"B"
"Female","No",30,"Yes","Healthcare",0,"Low",5,"B"
"Male","Yes",43,"Yes","Engineer",NA,"Average",4,"A"
"Male","No",40,"Yes","Artist",7,"Low",1,"A"
"Male","Yes",74,"No","Lawyer",0,"Low",1,"B"
"Male","No",33,"No","Marketing",0,"Low",3,"B"
"Female","Yes",63,"Yes","Marketing",2,"Low",1,"B"
"Male","Yes",41,"Yes","Executive",NA,"High",5,"A"
"Female","Yes",37,"No","Entertainment",1,"Average",2,"B"
"Male","Yes",78,"No","Entertainment",0,"Low",2,"B"
"Male","No",19,"No","",9,"Low",3,"B"
"Female","Yes",28,"No","Doctor",9,"Low",1,"A"
"Male","Yes",84,"No","Lawyer",1,"High",2,"A"
"Male","No",21,"No","Healthcare",7,"Low",4,"B"
"Male","No",20,"No","Healthcare",0,"Low",NA,"B"
"Male","No",59,"No","Entertainment",NA,"Low",1,"A"
"Male","Yes",41,"Yes","Artist",0,"Low",2,"A"
"Female","No",25,"Yes","",8,"Low",1,"B"
"Male","Yes",83,"No","Executive",0,"Low",7,"B"
"Female","Yes",47,"Yes","Doctor",1,"Average",2,"A"
"Female","Yes",38,"No","Engineer",1,"Low",1,"A"
"Male","No",29,"Yes","Healthcare",3,"Low",3,"B"
"Male","Yes",67,"No","Lawyer",NA,"High",2,"A"
"Male","Yes",36,"No","Executive",1,"High",6,"B"
"Male","Yes",65,"No","Entertainment",7,"Average",4,"B"
"Female","No",25,"No","Marketing",1,"Low",9,"B"
"Male","Yes",22,"No","Doctor",1,"Low",4,"A"
"Male","Yes",51,"No","Engineer",0,"Average",3,"B"
"Female","No",42,"Yes","Entertainment",1,"Low",1,"B"
"Female","No",23,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",40,"Yes","Entertainment",12,"Low",6,"A"
"Female","No",55,"Yes","Artist",3,"Low",1,"A"
"Male","Yes",36,"Yes","Entertainment",1,"Low",3,"A"
"Male","Yes",37,"Yes","Entertainment",8,"Average",2,"B"
"Male","Yes",49,"Yes","Executive",0,"High",4,"A"
"Male","No",20,"No","Healthcare",8,"Low",5,"B"
"Male","No",32,"Yes","Doctor",6,"Low",5,"B"
"Male","No",23,"No","Healthcare",3,"Low",2,"B"
"Male","Yes",25,"No","Healthcare",1,"Average",2,"B"
"Female","No",20,"No","Healthcare",0,"Low",4,"B"
"Female","No",27,"Yes","Healthcare",1,"Low",3,"B"
"Male","No",19,"No","Healthcare",0,"Low",3,"B"
"Female","No",27,"No","Doctor",1,"Low",NA,"A"
"Female","No",26,"Yes","Healthcare",0,"Low",4,"A"
"Male","No",25,"No","Healthcare",0,"Low",4,"B"
"Female","Yes",25,"No","Engineer",NA,"Average",2,"B"
"Male","Yes",26,"No","Doctor",9,"Low",6,"B"
"Female","Yes",37,"Yes","Artist",4,"Low",1,"A"
"Male","No",42,"Yes","Doctor",1,"Low",1,"A"
"Female","No",31,"Yes","Healthcare",6,"Low",4,"B"
"Female","No",20,"No","Healthcare",0,"Low",3,"B"
"Male","Yes",51,"Yes","Entertainment",NA,"High",4,"B"
"Female","Yes",88,"Yes","Lawyer",0,"Low",1,"B"
"Male","No",33,"Yes","Healthcare",8,"Low",4,"B"
"Female","No",55,"Yes","Artist",1,"Low",1,"A"
"Male","No",22,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",37,"No","Homemaker",13,"Average",3,"A"
"Female","No",26,"Yes","Homemaker",9,"Low",1,"B"
"Male","No",27,"Yes","Artist",9,"Low",2,"B"
"Male","No",29,"Yes","Healthcare",1,"Low",4,"B"
"Female","No",40,"Yes","Entertainment",5,"Low",1,"A"
"Male","No",30,"Yes","Healthcare",9,"Low",3,"B"
"Male","No",23,"No","Healthcare",1,"Low",4,"B"
"Female","Yes",39,"Yes","Healthcare",8,"High",2,"B"
"Female","Yes",65,"No","Lawyer",0,"High",9,"A"
"Male","Yes",36,"No","Engineer",NA,"Average",NA,"B"
"Female","No",18,"No","Healthcare",3,"Low",4,"B"
"Female","Yes",67,"No","Engineer",NA,"Average",4,"A"
"Male","No",18,"No","Healthcare",0,"Low",5,"B"
"Male","No",19,"No","",9,"Low",4,"B"
"Male","No",19,"No","Healthcare",0,"Low",4,"B"
"Female","Yes",39,"Yes","Artist",9,"Low",NA,"B"
"Female","No",26,"No","Engineer",5,"Low",2,"A"
"Male","No",18,"No","Doctor",4,"Low",2,"A"
"Male","No",19,"No","Healthcare",0,"Low",3,"B"
"Male","No",20,"No","Doctor",0,"Low",4,"B"
"Female","No",32,"Yes","Engineer",0,"Low",3,"B"
"Male","Yes",72,"Yes","Executive",1,"High",5,"A"
"Female","Yes",35,"Yes","Artist",0,"Low",3,"A"
"Female","No",32,"Yes","Engineer",9,"Low",1,"A"
"Female","Yes",28,"Yes","Healthcare",10,"High",2,"B"
"Male","Yes",19,"No","Entertainment",1,"Low",2,"A"
"Male","Yes",52,"Yes","Artist",2,"High",1,"B"
"Male","No",29,"No","Doctor",1,"Low",3,"B"
"Male","No",27,"Yes","Healthcare",1,"Low",5,"B"
"Female","No",47,"Yes","Entertainment",0,"Low",1,"A"
"Male","Yes",61,"No","Entertainment",1,"Low",1,"A"
"Female","Yes",75,"No","Lawyer",0,"High",2,"B"
"Male","No",19,"No","Healthcare",1,"Low",1,"B"
"Male","Yes",42,"No","Homemaker",8,"Low",1,"A"
"Female","No",86,"Yes","Lawyer",1,"Low",1,"A"
"Female","Yes",37,"Yes","Artist",NA,"High",2,"A"
"Male","No",26,"Yes","Healthcare",1,"Low",NA,"B"
"Male","No",23,"No","Doctor",1,"Low",5,"B"
"Male","No",35,"No","Doctor",1,"Low",3,"B"
"Male","Yes",43,"Yes","Entertainment",7,"Low",2,"A"
"Male","Yes",50,"No","Engineer",1,"Low",2,"B"
"Female","No",50,"No","Engineer",1,"Low",1,"A"
"Female","No",26,"No","Healthcare",3,"Low",NA,"B"
"Female","No",20,"No","Healthcare",8,"Low",3,"B"
"Female","Yes",31,"No","Homemaker",9,"Average",2,"A"
"Female","No",31,"Yes","Healthcare",9,"Low",3,"A"
"Male","Yes",84,"No","Lawyer",1,"Low",1,"A"
"Female","No",22,"","Healthcare",8,"Low",5,"B"
"Male","Yes",57,"No","",1,"Low",5,"B"
"Female","No",23,"No","Healthcare",0,"Low",4,"B"
"Female","Yes",69,"No","Lawyer",0,"Low",1,"B"
"Female","No",26,"Yes","Doctor",1,"Low",1,"B"
"Male","Yes",79,"","Lawyer",1,"Low",1,"B"
"Male","Yes",32,"Yes","Doctor",0,"Low",NA,"B"
"Male","No",30,"Yes","Healthcare",8,"Low",4,"B"
"Male","Yes",33,"Yes","",0,"Low",2,"B"
"Male","No",19,"No","Healthcare",2,"Low",5,"B"
"Male","Yes",26,"Yes","Artist",6,"Average",2,"A"
"Female","No",30,"Yes","Homemaker",6,"Low",1,"B"
"Female","No",33,"Yes","Entertainment",1,"Low",4,"B"
"Female","Yes",27,"Yes","Engineer",0,"Average",4,"A"
"Male","Yes",77,"No","Lawyer",1,"Low",2,"B"
"Female","No",20,"No","Engineer",0,"Low",4,"B"
"Male","No",18,"No","Healthcare",13,"Low",4,"B"
"Male","No",43,"Yes","Engineer",0,"Low",1,"A"
"Female","No",37,"Yes","Entertainment",1,"Low",1,"A"
"Male","No",30,"No","Doctor",NA,"Low",5,"B"
